"DT_GERACAO";"HH_GERACAO";"NR_ANO_REFERENCIA";"CD_ELEICAO";"NM_URNA";"NR_CANDIDATO";"SG_UF_UA";"SG_UE";"NM_UE_UA";"CONTRATANTE";"NR_CPF_CNPJ_EMITENTE";"CD_NATUREZA_OPERACAO";"CD_MODELO";"NM_UNIDADE_ARRECADADORA";"DT_EMISSAO";"NR_NOTA_FISCAL";"NR_SERIE";"VR_NOTA_FISCAL";"NR_CHAVE_ACESSO";"NM_URL_ACESSO"
"26/12/2023";"12:02:27";2022;546;"ARISTON GONÇALO";40233;"MA";"MA";"ITAPECURU MIRIM";"Titular";"24498236000168";"SERV";"0E";"PREFEITURA MUNICIPAL DE ITAPECURU MIRIM.MA";"0022-09-12 00:00:00";1065;"A  ";750.0;"TDBJS0I56";"https://itapecurumirim.meumunicipio.online/ISS/contribuinte/nfe/nfe_base.php?id=5896445&hash=TDBJS0I56&nota=1065&cnpj=24498236000168"
"26/12/2023";"12:02:27";2022;546;"ARISTON GONÇALO";40233;"MA";"MA";"SÃO LUÍS";"Titular";"44346547000119";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-23 00:00:00";29;"001";700.0;"0B92BD9D00D77833EEE813FECC2A5E49";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"ARISTON GONÇALO";40233;"MA";"MA";"ITAPECURU MIRIM";"Titular";"24498236000168";"SERV";"0E";"PREFEITURA MUNICIPAL DE ITAPECURU MIRIM.MA";"0022-09-12 00:00:00";1068;"A  ";1500.0;"YDFZMAJK9";"https://itapecurumirim.meumunicipio.online/ISS/contribuinte/nfe/nfe_base.php?id=5889576&hash=YDFZMAJK9&nota=1068&cnpj=24498236000168"
"26/12/2023";"12:02:27";2022;546;"ARISTON GONÇALO";40233;"MA";"MA";"MARANHÃO";"Titular";"03995515014702";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-30 00:00:00";12862;"002";468.0;"00000021220803995515014702550020000128621698033082";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"EXPEDITO JÚNIOR";1900;"MA";"MA";"MARANHÃO";"Titular";"29352111000149";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-22 00:00:00";1;"001";21000.0;"00000021220929352111000149550010000000011009306707";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"EXPEDITO JÚNIOR";1900;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"30266711000173";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-09-15 00:00:00";1;"NFE";280000.0;"a45ebd18ebfc3aef7e073aa00e8f61e8";"#NULO"
"26/12/2023";"12:02:27";2022;546;"EXPEDITO JÚNIOR";1900;"MA";"MA";"SÃO LUÍS";"Titular";"23891448000148";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-23 00:00:00";159;"001";17500.0;"EF4DB9F3942B61B7690FE3AA9FF92FF8";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"EXPEDITO JÚNIOR";1900;"MA";"MA";"SÃO LUÍS";"Titular";"23891448000148";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-06 00:00:00";156;"001";21200.0;"F44B9CB98C89ACEA8EA4B5539AAAB095";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"EXPEDITO JÚNIOR";1900;"MA";"MA";"MARANHÃO";"Titular";"33850915000145";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-13 00:00:00";2;"001";21560.0;"00000021220933850915000145550010000000021910601302";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"21596886000158";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-12 00:00:00";231;"001";2728.13;"00000021220921596886000158550010000002311229275298";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"11454051000100";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-26 00:00:00";467;"001";2500.0;"00000021220811454051000100550010000004671501819016";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"28207726000119";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-20 00:00:00";257;"002";3235.5;"00000021220928207726000119550020000002571000006088";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"01624254000143";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-31 00:00:00";273;"001";1559.6;"00000021220801624254000143550010000002731000017052";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"01624254000143";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-30 00:00:00";270;"001";1949.5;"00000021220801624254000143550010000002701000017026";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"01624254000143";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-31 00:00:00";272;"001";1559.6;"00000021220801624254000143550010000002721000017047";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"27402741000155";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-30 00:00:00";275;"001";385.0;"00000021220927402741000155550010000002751000004531";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"21596886000158";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-13 00:00:00";233;"001";2390.03;"00000021220921596886000158550010000002331232265847";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"01624254000143";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-30 00:00:00";271;"001";1078.5;"00000021220801624254000143550010000002711000017031";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"27402741000155";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-31 00:00:00";268;"001";385.0;"00000021220827402741000155550010000002681000004428";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"01624254000143";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-30 00:00:00";269;"001";1078.5;"00000021220801624254000143550010000002691000017017";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"27402741000155";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-15 00:00:00";273;"001";399.0;"00000021220927402741000155550010000002731000004510";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"21596886000158";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-12 00:00:00";229;"001";2388.75;"00000021220921596886000158550010000002291228278449";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"21596886000158";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-28 00:00:00";258;"001";3178.77;"00000021220921596886000158550010000002581257187075";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"AÇAILÂNDIA";"Titular";"08613035000108";"SERV";"EL";"PREFEITURA MUNICIPAL DE AÇAILÂNDIA";"0022-09-12 00:00:00";300;"001";6000.0;"UESF3W30";"https://acailandia.sigiss.com.br/acailandia/contribuinte/nfe/nfe_ver.php?id=1244106&id_cadastro=210394&hash=UESF3W30&nfe=300"
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"AÇAILÂNDIA";"Titular";"08613035000108";"SERV";"EL";"PREFEITURA MUNICIPAL DE AÇAILÂNDIA";"0022-08-26 00:00:00";296;"001";3000.0;"2S3JGW3N";"https://acailandia.sigiss.com.br/acailandia/contribuinte/nfe/nfe_ver.php?id=1237568&id_cadastro=210394&hash=2S3JGW3N&nfe=296"
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"IMPERATRIZ";"Titular";"13751338000127";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-08-31 00:00:00";202200000000040;"   ";6000.0;"00000000000000000000000000000000000000000RUDP-TJRX";"#NULO"
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"21596886000158";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-15 00:00:00";238;"001";3669.28;"00000021220921596886000158550010000002381237250097";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"21596886000158";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-12 00:00:00";230;"001";2727.38;"00000021220921596886000158550010000002301229275290";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"ARNOLDO DO FRANGO";2077;"MA";"MA";"MARANHÃO";"Titular";"28207726000119";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-30 00:00:00";258;"002";1371.0;"00000021220928207726000119550020000002581000006107";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"GASTÃO VIEIRA";1355;"MA";"MA";"SÃO LUÍS";"Titular";"03924350000132";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-09 00:00:00";610;"001";107500.0;"332641DB76E0B5406BFE68F1D6333494";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"GASTÃO VIEIRA";1355;"MA";"MA";"SÃO LUÍS";"Titular";"13062261000188";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-09 00:00:00";207;"001";267000.0;"A029E632B7A70C59FF53D3FCC586FE78";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"MARANHÃO";"Titular";"13051050000140";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-09 00:00:00";15423;"001";80.0;"00000021220913051050000140550010000154231257186582";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"SÃO LUÍS";"Titular";"33336211000159";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-01 00:00:00";26;"001";1110.0;"63F461E002789AD68BE7DCADE3B4C357";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"MARANHÃO";"Titular";"47508713000124";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-10-26 00:00:00";223276174;"890";17.5;"00000021221003526252000147558902232761741665457708";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"MARANHÃO";"Titular";"34209195000104";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-12 00:00:00";223240302;"890";1760.0;"00000021220903526252000147558902232403021076846533";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"MARANHÃO";"Titular";"37928032000161";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-24 00:00:00";314;"004";2000.0;"00000021220937928032000161550040000003141003546139";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"SÃO LUÍS";"Titular";"38903440000121";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-12 00:00:00";17;"001";3550.0;"6FA3609644CE42ADD7AB9771D7C9AEB9";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"SÃO LUÍS";"Titular";"07864941000112";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-14 00:00:00";763;"001";400.0;"22D4BF2459D28C9DF54EFB28C47482AB";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"MARANHÃO";"Titular";"37928032000161";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-01 00:00:00";283;"004";2000.0;"00000021220937928032000161550040000002831003349858";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"SÃO LUÍS";"Titular";"38903440000121";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-14 00:00:00";18;"001";1300.0;"78684A92967618CE6F7C61EC758099CA";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"MARANHÃO";"Titular";"13051050000140";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-17 00:00:00";15446;"001";64.0;"00000021220913051050000140550010000154461984722802";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"NOGUEIRA PROTETOR";2363;"MA";"MA";"SÃO LUÍS";"Titular";"33336211000159";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-12 00:00:00";30;"001";80.0;"C8DFE2513190D68F78C9B219AE69835A";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"CÉLIA XAKRIABÁ";5088;"MA";"MG";"IMPERATRIZ";"Titular";"42317696000124";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-10-01 00:00:00";202200000000013;"   ";5000.0;"00000000000000000000000000000000000000000WB5Z-LQHD";"#NULO"
"26/12/2023";"12:02:27";2022;546;"WELLINGTON DO CURSO";20123;"MA";"MA";"SÃO LUÍS";"Titular";"60426058364";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-24 00:00:00";447256;"001";3000.0;"CFE72637098208577E6A162225727121";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"WELLINGTON DO CURSO";20123;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"07172944000195";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-08-19 00:00:00";8;"NFE";52500.0;"0841388344208cf36cec3ff3e8a077f7";"#NULO"
"26/12/2023";"12:02:27";2022;546;"WELLINGTON DO CURSO";20123;"MA";"MA";"SÃO LUÍS";"Titular";"19908503000198";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-10-01 00:00:00";456;"001";3199.98;"1C994DA11B27E6C6241CBCDA77257F3E";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"WELLINGTON DO CURSO";20123;"MA";"MA";"SÃO LUÍS";"Titular";"15589623000119";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-08-23 00:00:00";1209;"001";8360.0;"CF6BFE0E47DF5F5212C3A4D25C42B728";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"WELLINGTON DO CURSO";20123;"MA";"MA";"SÃO LUÍS";"Titular";"63419998000183";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-30 00:00:00";97;"001";480.0;"7FB7B865112732FF128F64F0F2377786";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR HUMBERTO";1133;"MA";"MA";"SÃO LUÍS";"Titular";"19628580000194";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-12 00:00:00";4;"001";19750.0;"B7CB0367F5B8A3DD7E03B3F3D61CF3C4";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR HUMBERTO";1133;"MA";"MA";"SÃO LUÍS";"Titular";"19567468000190";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-12 00:00:00";260;"001";45600.0;"0B869570AD2E2F23606C540C608B0170";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR HUMBERTO";1133;"MA";"MA";"MARANHÃO";"Titular";"04446397000281";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-29 00:00:00";9231;"001";19655.75;"00000021220904446397000281550010000092311831564156";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"DR HUMBERTO";1133;"MA";"MA";"SÃO LUÍS";"Titular";"19567468000190";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-08-30 00:00:00";256;"001";19200.0;"677DC17C0371EF93F1F508BF56ED0FF5";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR HUMBERTO";1133;"MA";"MA";"SÃO LUÍS";"Titular";"19567468000190";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-12 00:00:00";259;"001";16120.0;"9015D7A4B8489A0E2A7DE04485629CD3";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"CORONEL MEDEIROS";5190;"MA";"MA";"MARANHÃO";"Titular";"28549567000130";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-22 00:00:00";14;"002";149.4;"00000021220928549567000130550020000000141000852776";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"WESLEY SOUSA";2300;"MA";"MA";"MARANHÃO";"Titular";"47584309000130";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-25 00:00:00";223251164;"890";1609.2;"00000021220903526252000147558902232511641008536176";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"WESLEY SOUSA";2300;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"07172944000195";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-09-29 00:00:00";77;"NFE";3600.0;"7d93455dfa93ddddba950f0a3dc57c2d";"#NULO"
"26/12/2023";"12:02:27";2022;546;"WESLEY SOUSA";2300;"MA";"MA";"MARANHÃO";"Titular";"12643905000169";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-16 00:00:00";223244592;"890";1870.0;"00000021220903526252000147558902232445921412007895";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"WESLEY SOUSA";2300;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"07172944000195";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-08-24 00:00:00";11;"NFE";2955.0;"4813bf30b62d3bb596ad7da067dcd807";"#NULO"
"26/12/2023";"12:02:27";2022;546;"WESLEY SOUSA";2300;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"07172944000195";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-09-14 00:00:00";57;"NFE";1171.0;"1e15bace1f5f49d1b0aa4bd060e20c1c";"#NULO"
"26/12/2023";"12:02:27";2022;546;"WESLEY SOUSA";2300;"MA";"MA";"MARANHÃO";"Titular";"10425270000106";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-06 00:00:00";271;"001";1118.0;"00000021220910425270000106550010000002711004640320";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"WESLEY SOUSA";2300;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"07172944000195";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-08-24 00:00:00";12;"NFE";3945.0;"031204a819dd9544368ea12b8f2cdd0c";"#NULO"
"26/12/2023";"12:02:27";2022;546;"WESLEY SOUSA";2300;"MA";"MA";"SÃO LUÍS";"Titular";"05316179390";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-10-27 00:00:00";450607;"001";2000.0;"F949837973C128C7C2D0AB131173A10A";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"WESLEY SOUSA";2300;"MA";"MA";"MARANHÃO";"Titular";"37349733000146";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-25 00:00:00";223225563;"890";1000.0;"00000021220803526252000147558902232255631115189176";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"TOURIN";1607;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"07172944000195";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-09-26 00:00:00";74;"NFE";1750.0;"afd8c84acb3c86cb703403fe22de4b08";"#NULO"
"26/12/2023";"12:02:27";2022;546;"SARGENTO GUIMARAES";1600;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"07172944000195";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-09-26 00:00:00";73;"NFE";1750.0;"17c84d1290cb019b9e123d18feceaaaf";"#NULO"
